CI_Cat,CI_Subcat,Impact,Urgency,Category,No_of_Reassignments,Handle_Time_hrs,No_of_Related_Interactions,High_Priority
application,Web Based Application,5,5,incident,2,5829555556.0,1,1
application,Desktop Application,4,4,incident,0,1370555556.0,1,1
application,Server Based Application,4,4,incident,0,2391388889.0,1,1
application,Desktop Application,5,5,incident,0,3539166667.0,1,1
software,System Software,NS,3,incident,0,236388889.0,1,1
application,Server Based Application,4,4,incident,3,7440944444.0,1,1
application,Web Based Application,5,5,incident,1,1947777778.0,1,1
application,Server Based Application,4,4,incident,5,6294111111.0,1,1
subapplication,Web Based Application,4,4,incident,0,68.0,1,1
application,Desktop Application,4,4,incident,0,3400833333.0,1,1
application,Desktop Application,4,4,incident,0,3745833333.0,1,1
application,Desktop Application,4,4,incident,0,3678333333.0,1,1
application,Desktop Application,4,4,incident,0,8055556.0,1,1
displaydevice,Monitor,4,4,incident,2,1288888889.0,1,1
subapplication,Web Based Application,4,4,incident,0,91944444.0,1,1
application,Server Based Application,4,4,incident,0,58625.0,1,1
computer,Laptop,5,5,incident,1,9166667.0,1,1
software,System Software,3,3,incident,3,6570277778.0,2,1
application,Web Based Application,5,5,incident,0,1024.0,1,1
subapplication,Web Based Application,5,5,incident,0,8058333333.0,1,1
application,Server Based Application,4,4,request for information,1,1475027778.0,1,1
computer,Banking Device,4,5,request for information,0,1003055556.0,1,1
application,Web Based Application,5,5,incident,3,3303194444.0,1,1
application,Web Based Application,5,5,incident,0,2812694444.0,1,1
application,Web Based Application,4,4,incident,0,680833333.0,1,1
application,Web Based Application,5,5,incident,0,5482361111.0,1,1
application,Server Based Application,4,4,incident,0,2859444444.0,1,1
application,Server Based Application,4,4,incident,4,2261452778.0,2,1
application,Server Based Application,5,5,request for information,0,413275.0,1,1
application,Web Based Application,5,5,incident,0,1113111111.0,1,1
subapplication,Web Based Application,5,5,incident,0,265833333.0,1,1
subapplication,Web Based Application,5,5,incident,0,29.0,1,1
application,Web Based Application,4,4,incident,0,9319722222.0,1,1
application,Server Based Application,4,4,incident,0,79525.0,1,1
application,Server Based Application,4,4,incident,1,290555556.0,1,1
application,Server Based Application,4,4,incident,1,1516944444.0,1,1
application,Server Based Application,4,4,incident,0,14675.0,1,1
application,Server Based Application,4,4,incident,1,1450277778.0,1,1
application,Server Based Application,4,4,incident,0,1416388889.0,1,1
application,Server Based Application,2,2,incident,0,2421388889.0,12,0
application,Server Based Application,4,4,incident,0,573333333.0,1,1
application,Server Based Application,4,4,incident,0,1193055556.0,1,1
application,Desktop Application,3,3,incident,0,1541388889.0,1,1
application,Server Based Application,4,4,incident,0,24575.0,1,1
application,Server Based Application,4,4,incident,6,1293652778.0,1,1
subapplication,Web Based Application,4,4,incident,0,766111111.0,1,1
subapplication,Web Based Application,4,4,incident,0,1235833333.0,1,1
application,Server Based Application,5,5,request for information,0,966944444.0,1,1
application,Web Based Application,4,4,incident,17,5150811111.0,1,1
application,Desktop Application,4,4,incident,0,2935.0,1,1
application,Desktop Application,4,4,incident,0,1099055556.0,1,1
application,Web Based Application,4,4,incident,4,1601666667.0,1,1
application,Server Based Application,3,3,incident,7,1335638889.0,2,1
application,Web Based Application,4,4,incident,1,5422138889.0,1,1
application,Web Based Application,4,4,incident,6,1223055556.0,1,1
subapplication,Web Based Application,4,4,incident,0,1030555556.0,1,1
application,Desktop Application,5,5,incident,0,360277778.0,1,1
application,Web Based Application,5,5,request for information,2,2889166667.0,1,1
application,Server Based Application,3,3,incident,0,40555556.0,1,1
application,SAP,5,5,request for information,4,3603222222.0,1,1
application,Web Based Application,4,4,incident,8,1059228333.0,1,1
application,SAP,5,5,request for information,0,9490833333.0,1,1
application,SAP,5,5,request for information,0,9897777778.0,1,1
application,Client Based Application,4,4,incident,1,6404722222.0,1,1
application,SAP,5,5,request for information,6,5276833333.0,1,1
application,Server Based Application,5,5,request for information,0,9500555556.0,1,1
application,Server Based Application,5,5,incident,0,2276944444.0,1,1
application,Server Based Application,5,5,request for information,0,11935.0,1,1
application,Server Based Application,4,4,incident,0,6135555556.0,1,1
application,Server Based Application,5,5,incident,0,1468611111.0,1,1
application,Server Based Application,5,5,request for information,0,1131222222.0,1,1
subapplication,Web Based Application,4,4,incident,0,85277778.0,1,1
application,Server Based Application,4,4,incident,0,1181388889.0,1,1
subapplication,Web Based Application,4,4,incident,6,9855833333.0,1,1
application,Web Based Application,4,4,incident,3,59815.0,1,1
application,Server Based Application,4,4,incident,0,3204166667.0,1,1
application,Web Based Application,4,4,incident,0,6288611111.0,1,1
application,Server Based Application,5,5,request for information,2,1370366667.0,1,1
subapplication,Web Based Application,4,4,incident,0,442777778.0,1,1
application,Server Based Application,5,5,request for information,0,292777778.0,1,1
application,Server Based Application,5,5,request for information,0,9667777778.0,1,1
application,Server Based Application,4,4,incident,2,1358694444.0,1,1
application,Desktop Application,4,4,incident,0,3088888889.0,1,1
application,Web Based Application,4,5,incident,2,9822777778.0,1,1
storage,Controller,3,3,incident,0,247777778.0,1,1
storage,Controller,3,3,incident,0,193333333.0,1,1
software,Security Software,3,3,incident,0,1230277778.0,1,1
storage,Controller,3,3,incident,0,135277778.0,1,1
application,Server Based Application,4,4,incident,0,1281388889.0,1,1
application,Web Based Application,4,5,incident,0,919444444.0,1,1
computer,Banking Device,2,2,incident,1,4148305556.0,1,0
application,Web Based Application,4,4,incident,0,1275.0,1,1
computer,Laptop,5,5,incident,2,2418583333.0,1,1
application,Server Based Application,3,3,incident,0,2.0,1,1
application,Desktop Application,4,4,incident,0,7006111111.0,1,1
application,Server Based Application,3,3,incident,0,16388889.0,1,1
application,Desktop Application,4,4,incident,0,3654166667.0,1,1
storage,Controller,3,3,incident,0,2486666667.0,1,1
storage,Controller,NS,3,incident,0,2438055556.0,1,1
storage,Controller,3,3,incident,0,2389166667.0,1,1
application,Desktop Application,4,4,incident,1,9940833333.0,1,1
application,Server Based Application,4,4,incident,0,2740805556.0,1,1
subapplication,Web Based Application,4,4,incident,0,2613888889.0,1,1
application,Web Based Application,5,5,incident,1,1479305556.0,1,1
computer,Banking Device,2,2,incident,1,2022416667.0,1,0
application,Server Based Application,3,3,incident,1,1532222222.0,1,1
application,Desktop Application,5,5,incident,0,8777222222.0,1,1
application,Server Based Application,3,3,incident,0,618333333.0,1,1
application,SAP,5,5,request for information,1,1785888889.0,1,1
application,Server Based Application,5,5,incident,3,9923611111.0,1,1
application,Server Based Application,NS,3,incident,0,390277778.0,1,1
subapplication,Server Based Application,5,5,request for information,1,629166667.0,1,1
application,Server Based Application,3,3,incident,0,260277778.0,1,1
application,Web Based Application,4,4,incident,1,7387777778.0,1,1
application,Server Based Application,5,5,incident,4,283625.0,1,1
application,Server Based Application,3,4,incident,0,22225.0,1,1
application,Server Based Application,3,3,incident,0,746111111.0,1,1
application,Server Based Application,5,5,request for information,1,1179583333.0,1,1
application,Server Based Application,5,5,request for information,1,105.0,1,1
subapplication,Server Based Application,3,3,incident,0,5492222222.0,1,1
application,Desktop Application,4,4,incident,1,2202222222.0,1,1
application,Web Based Application,4,4,incident,0,1961388889.0,1,1
computer,Windows Server,5,4,incident,5,2939388889.0,1,1
application,Server Based Application,4,4,incident,0,1657777778.0,1,1
subapplication,Web Based Application,4,4,incident,0,1355555556.0,1,1
application,Server Based Application,4,4,incident,0,2864444444.0,1,1
application,Web Based Application,4,5,incident,2,1197194444.0,1,1
computer,Banking Device,3,3,incident,5,1501111111.0,2,1
application,Web Based Application,4,4,incident,3,2062805556.0,2,1
subapplication,Web Based Application,4,4,incident,0,1218333333.0,1,1
application,Web Based Application,3,3,incident,0,480277778.0,1,1
computer,Laptop,5,5,incident,2,1152191667.0,1,1
application,Desktop Application,4,4,incident,2,2671944444.0,1,1
application,Web Based Application,5,5,incident,0,4371111111.0,1,1
application,Web Based Application,4,4,incident,0,3305277778.0,1,1
application,Citrix,4,4,incident,0,983333333.0,1,1
subapplication,Web Based Application,4,4,incident,0,665833333.0,1,1
database,Database,NS,3,incident,1,4199444444.0,3,1
subapplication,Web Based Application,4,4,incident,0,5911388889.0,1,1
subapplication,Web Based Application,4,4,incident,0,6014444444.0,1,1
application,Server Based Application,5,5,incident,0,361111111.0,1,1
subapplication,Web Based Application,4,4,incident,0,671666667.0,1,1
subapplication,Web Based Application,5,5,incident,0,1963055556.0,1,1
application,Server Based Application,5,5,incident,0,1025805556.0,1,1
subapplication,Web Based Application,4,4,incident,1,9136944444.0,1,1
application,Server Based Application,4,4,incident,1,528333333.0,0,1
subapplication,Web Based Application,4,4,incident,3,4460277778.0,2,1
application,Server Based Application,4,4,incident,0,243888889.0,1,1
application,Web Based Application,5,5,request for information,0,1182361111.0,1,1
subapplication,Web Based Application,5,5,incident,2,8661944444.0,1,1
application,Web Based Application,4,4,incident,3,47825.0,1,1
application,Web Based Application,4,4,incident,1,2658888889.0,1,1
subapplication,Web Based Application,4,4,incident,0,544444444.0,1,1
subapplication,Web Based Application,4,4,incident,0,425.0,1,1
application,Server Based Application,4,4,incident,1,1815027778.0,1,1
subapplication,Web Based Application,4,4,incident,0,2873888889.0,1,1
software,Automation Software,4,4,incident,0,191666667.0,1,1
application,Server Based Application,5,5,incident,1,5815.0,1,1
application,Server Based Application,5,5,request for information,0,1694166667.0,1,1
application,Desktop Application,5,5,incident,1,6113611111.0,1,1
application,Web Based Application,3,3,incident,0,936388889.0,1,1
subapplication,Web Based Application,4,4,incident,2,1746666667.0,1,1
application,Desktop Application,3,3,incident,0,3788055556.0,1,1
subapplication,Web Based Application,4,4,incident,0,335.0,1,1
application,Server Based Application,NS,3,incident,0,472222222.0,1,1
subapplication,Web Based Application,4,4,incident,1,1405305556.0,1,1
application,Server Based Application,4,4,incident,3,1348055556.0,1,1
application,Server Based Application,5,5,incident,1,7931666667.0,1,1
subapplication,Server Based Application,5,5,request for information,0,4177222222.0,1,1
storage,Controller,3,3,incident,0,303611111.0,1,1
application,Server Based Application,5,5,request for information,1,66215.0,1,1
application,Server Based Application,4,4,incident,0,1031944444.0,1,1
application,Desktop Application,4,4,incident,1,5919166667.0,1,1
application,Server Based Application,4,4,incident,0,1223277778.0,1,1
subapplication,Server Based Application,5,5,request for information,1,1706944444.0,1,1
subapplication,Server Based Application,5,5,request for information,1,996944444.0,1,1
application,Server Based Application,4,4,incident,0,1089722222.0,1,1
application,Client Based Application,5,5,incident,0,6656111111.0,1,1
application,Web Based Application,5,5,incident,8,2949638889.0,1,1
application,Web Based Application,5,5,incident,3,7828333333.0,1,1
application,Server Based Application,4,4,incident,0,190277778.0,1,1
subapplication,Web Based Application,5,5,incident,0,151.0,1,1
application,Server Based Application,4,4,incident,5,117675.0,1,1
application,Server Based Application,3,3,incident,1,1606111111.0,1,1
computer,Banking Device,5,5,incident,0,693333333.0,1,1
